date,open,high,low,close,volume
2025-09-29,6661.58,6677.31,6644.49,6661.21,3188290.0
2025-09-26,6615.38,6648.97,6604.43,6643.7,2909116.0
2025-09-25,6608.19,6619.0,6569.22,6604.72,3297853.0
2025-09-24,6669.79,6672.66,6621.76,6637.97,2973055.0
2025-09-23,6692.44,6699.52,6645.58,6656.92,3104179.0
2025-09-22,6654.28,6698.88,6648.07,6693.75,3275039.0
2025-09-18,6626.85,6656.8,6611.89,6631.96,3473903.0
2025-09-17,6604.87,6624.39,6551.15,6600.35,3024891.0
2025-09-16,6624.13,6626.99,6600.11,6606.76,2888764.0
2025-09-15,6603.49,6619.62,6602.07,6615.28,2902054.0
2025-09-12,6590.66,6600.21,6579.49,6584.29,2978174.0
2025-09-11,6554.41,6592.89,6545.8,6587.47,3242831.0
2025-09-10,6550.29,6555.97,6516.34,6532.04,3160981.0
2025-09-09,6503.33,6518.23,6483.08,6512.61,2652338.0
2025-09-08,6498.09,6508.67,6483.29,6495.15,2993596.0
2025-09-05,6529.08,6532.65,6443.98,6481.5,3160634.0
2025-09-04,6456.6,6502.54,6445.98,6502.08,2722880.0
2025-09-03,6445.82,6453.67,6416.17,6448.26,2768763.0
2025-09-02,6401.51,6416.54,6360.58,6415.54,2867490.0
2025-08-29,6489.28,6491.76,6444.57,6460.26,2546180.0
2025-08-28,6483.84,6508.23,6466.96,6501.86,2615361.0
2025-08-27,6462.26,6487.06,6457.84,6481.4,2910864.0
2025-08-26,6435.49,6468.37,6429.21,6465.94,3237986.0
2025-08-25,6457.67,6466.89,6438.06,6439.32,2483636.0
2025-08-22,6384.59,6478.89,6384.59,6466.91,3043140.0
2025-08-21,6380.83,6393.65,6352.71,6370.17,2422545.0
2025-08-20,6406.62,6408.4,6343.86,6395.78,3031684.0
2025-08-19,6446.24,6456.48,6400.22,6411.37,2900381.0
2025-08-18,6445.02,6455.35,6437.7,6449.15,2572651.0
2025-08-15,6477.38,6481.34,6441.85,6449.8,3147835.0
2025-08-14,6453.46,6473.92,6441.07,6468.54,2766449.0
2025-08-13,6462.67,6480.28,6445.02,6466.58,3088354.0
2025-08-12,6395.17,6446.55,6385.76,6445.76,2870584.0
2025-08-11,6389.67,6407.25,6364.06,6373.45,2882117.0
2025-08-08,6355.22,6395.16,6355.22,6389.45,2816499.0
2025-08-07,6374.32,6389.71,6310.32,6340.0,3147667.0
2025-08-06,6309.3,6352.83,6301.11,6345.06,3273683.0
2025-08-05,6336.63,6346.0,6289.37,6299.19,3161668.0
2025-08-04,6271.71,6330.69,6271.71,6329.94,3001427.0
2025-08-01,6287.28,6287.28,6212.69,6238.01,3612532.0
2025-07-31,6427.02,6427.02,6327.64,6339.39,4064512.0
2025-07-30,6381.23,6396.54,6336.38,6362.9,3318617.0
2025-07-29,6405.62,6409.26,6363.92,6370.86,3249724.0
2025-07-28,6397.69,6401.07,6375.79,6389.77,2850714.0
2025-07-25,6370.01,6395.82,6368.53,6388.64,2992173.0
2025-07-24,6368.6,6381.31,6360.57,6363.35,3364123.0
2025-07-23,6326.9,6360.64,6317.49,6358.91,3236477.0
2025-07-22,6306.6,6316.12,6281.71,6309.62,2984047.0
2025-07-21,6304.74,6336.08,6303.79,6305.6,2664791.0
2025-07-18,6312.95,6315.61,6285.27,6296.79,3045581.0
2025-07-17,6263.4,6304.69,6262.27,6297.36,3032166.0
2025-07-16,6254.5,6268.12,6201.59,6263.7,2965045.0
2025-07-15,6295.29,6302.04,6241.68,6243.76,3107476.0
2025-07-14,6255.15,6273.31,6239.22,6268.56,2714541.0
2025-07-11,6255.68,6269.44,6237.6,6259.75,2619070.0
2025-07-10,6266.8,6290.22,6251.44,6280.46,2828822.0
2025-07-09,6243.33,6269.16,6231.43,6263.26,2811986.0
2025-07-08,6234.03,6242.7,6217.75,6225.52,3004892.0
2025-07-07,6259.04,6262.07,6201.0,6229.98,2745691.0
2025-07-03,6246.46,6284.65,6246.46,6279.35,1822312.0
2025-07-02,6193.88,6227.6,6188.29,6227.42,3137017.0
2025-07-01,6187.25,6210.78,6177.97,6198.01,3552404.0
2025-06-30,6193.36,6215.08,6174.97,6204.95,3341749.0
2025-06-27,6150.7,6187.68,6132.35,6173.07,4593036.0
2025-06-26,6112.09,6146.52,6107.27,6141.02,3030187.0
2025-06-25,6104.23,6108.51,6080.09,6092.16,2877947.0
2025-06-24,6061.21,6101.76,6059.25,6092.18,3266927.0
2025-06-23,5969.67,6028.77,5943.23,6025.17,3240747.0
2025-06-20,5999.67,6018.2,5952.56,5967.84,5166023.0
2025-06-18,5987.93,6018.25,5971.89,5980.87,2941500.0
2025-06-17,6012.15,6023.25,5974.8,5982.72,2830518.0
2025-06-16,6004.0,6050.83,6004.0,6033.11,2870307.0
2025-06-13,6000.56,6026.16,5963.21,5976.97,3001802.0
2025-06-12,6009.9,6045.43,6003.88,6045.26,2614509.0
